Date,Name,Year,Letterboxd URI,Rating,Language,Genres
8/18/2022,Beautiful Boy,2018,https://boxd.it/g76Q,1,English,Drama
8/20/2022,The Circle,2017,https://boxd.it/bj1I,3.5,English,"Science Fiction, Thriller, Drama"
8/20/2022,Last Christmas,2019,https://boxd.it/k38G,4,English,"Comedy, Romance"
8/20/2022,Me Before You,2016,https://boxd.it/9n98,1.5,English,"Romance, Drama"
8/21/2022,Kodachrome,2017,https://boxd.it/ePjK,2.5,English,"Comedy, Drama"
8/22/2022,"Love, Rosie",2014,https://boxd.it/62hE,3,English,"Drama, Romance, Comedy"
8/23/2022,Zathura: A Space Adventure,2005,https://boxd.it/21mq,3.5,English,"Adventure, Family, Science Fiction"
8/23/2022,The Emoji Movie,2017,https://boxd.it/d9x4,1,English,"Animation, Family, Comedy"
8/23/2022,Arrival,2016,https://boxd.it/aNGk,1,English,"Science Fiction, Mystery, Drama"
8/28/2022,Nope,2022,https://boxd.it/sDCe,4,English,"Mystery, Science Fiction, Horror"
8/29/2022,DC League of Super-Pets,2022,https://boxd.it/jFTI,3,English,"Comedy, Family, Science Fiction, Animation, Action"
8/29/2022,Harold & Kumar Go to White Castle,2004,https://boxd.it/1Ueu,2.5,English,"Adventure, Comedy"
9/2/2022,La La Land,2016,https://boxd.it/a5fa,2.5,English,"Drama, Comedy, Music, Romance"
9/7/2022,Wind River,2017,https://boxd.it/dR3i,1,English,"Thriller, Drama, Mystery, Crime"
9/7/2022,Baby Driver,2017,https://boxd.it/bhF2,1.5,English,"Crime, Action"
9/7/2022,Liberal Arts,2012,https://boxd.it/2Y7O,3,English,"Comedy, Romance, Drama"
9/7/2022,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,3,English,Drama
9/11/2022,Sita Ramam,2022,https://boxd.it/xO2c,3.5,Telugu,"Romance, Drama"
9/17/2022,Do Revenge,2022,https://boxd.it/sFiA,5,English,"Thriller, Comedy"
9/18/2022,Ingrid Goes West,2017,https://boxd.it/evUQ,2.5,English,"Comedy, Drama"
9/24/2022,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,3,English,"Mystery, Horror, Comedy"
9/26/2022,Iddarammayilatho,2013,https://boxd.it/5XOo,3.5,Telugu,"Action, Romance"
10/8/2022,Bao,2018,https://boxd.it/iEl4,5,English,"Family, Fantasy, Animation"
10/14/2022,She-Hulk: Attorney at Law,2022,https://boxd.it/CjLK,3,English,Comedy
10/30/2022,Swathi Muthyam,2022,https://boxd.it/y1Q0,3.5,Telugu,"Romance, Family"
11/5/2022,Enola Holmes 2,2022,https://boxd.it/vfDe,4,English,"Adventure, Mystery, Crime"
11/13/2022,The Bad Guys,2022,https://boxd.it/nkg4,4,English,"Action, Family, Adventure, Animation"
11/21/2022,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,4,English,"Adventure, Science Fiction, Action"
11/21/2022,Black Adam,2022,https://boxd.it/fup0,2,English,"Science Fiction, Adventure, Action"
11/21/2022,Dahmer – Monster: The Jeffrey Dahmer Story,2022,https://boxd.it/CRG0,3,English,"Drama, Crime"
11/22/2022,Not Another Teen Movie,2001,https://boxd.it/1TWq,2,English,Comedy
11/26/2022,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/t77K,2.5,English,"Science Fiction, Comedy, Adventure"
11/28/2022,The Swimmers,2022,https://boxd.it/uXMi,4,English,"Drama, History"
12/16/2022,Urvasivo Rakshasivo,2022,https://boxd.it/D6La,2.5,Telugu,"Romance, Comedy"
12/18/2022,Straight Up,2019,https://boxd.it/mhGQ,2.5,English,"Romance, Comedy"
12/24/2022,Glass Onion,2022,https://boxd.it/oCkK,5,English,"Comedy, Crime, Mystery"
12/24/2022,Atithi Devobhava,2022,https://boxd.it/xClm,2.5,Telugu,"Romance, Drama"
12/27/2022,Roald Dahl's Matilda the Musical,2022,https://boxd.it/oToE,4.5,English,"Fantasy, Comedy, Family"
12/29/2022,Nitham Oru Vaanam,2022,https://boxd.it/lchO,3,Tamil,"Thriller, Romance, Comedy"
12/29/2022,Kannum Kannum Kollaiyadithaal,2020,https://boxd.it/iij6,4.5,Tamil,"Drama, Romance, Comedy"
12/29/2022,Emily the Criminal,2022,https://boxd.it/wBOq,4,English,"Thriller, Crime, Drama"
1/5/2023,Entergalactic,2022,https://boxd.it/CPN4,3,English,"Comedy, Romance, Animation"
1/7/2023,Kaleidoscope,2023,https://boxd.it/ErYQ,2,English,"Drama, Crime"
1/7/2023,The Namesake,2006,https://boxd.it/1JJG,2,English,Drama
1/7/2023,21 Jump Street,2012,https://boxd.it/J0,4,English,"Crime, Comedy, Action"
1/8/2023,22 Jump Street,2014,https://boxd.it/5Fvy,3.5,English,"Crime, Action, Comedy"
1/9/2023,HIT: The 2nd Case,2022,https://boxd.it/uzQq,3.5,Telugu,"Crime, Thriller, Action"
1/29/2023,18 Pages,2022,https://boxd.it/xNXG,3,Telugu,Romance
2/4/2023,You People,2023,https://boxd.it/wJYe,3.5,English,"Comedy, Romance"
2/12/2023,Mukhachitram,2022,https://boxd.it/DX36,2.5,Telugu,"Thriller, Crime, Drama"
2/20/2023,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,3.5,English,"Adventure, Science Fiction, Action"
2/21/2023,Your Place or Mine,2023,https://boxd.it/qizY,3,English,"Comedy, Romance"
3/5/2023,The Great Indian Kitchen,2023,https://boxd.it/xeQq,4,Tamil,Drama
3/5/2023,Mayagadu,2023,https://boxd.it/FkLM,3,Telugu,"Action, Romance"
3/8/2023,Missing,2023,https://boxd.it/sS1W,5,English,"Thriller, Mystery"
3/12/2023,Varisu,2023,https://boxd.it/vuNo,5,Tamil,"Action, Adventure"
3/23/2023,Dhamaka,2022,https://boxd.it/xxLk,3,Telugu,"Comedy, Action"
3/25/2023,Yeh Jawaani Hai Deewani,2013,https://boxd.it/5Cmo,5,Hindi,"Romance, Comedy"
3/26/2023,Vaathi,2023,https://boxd.it/yBN2,5,Tamil,"Drama, Action"
3/26/2023,Balagam,2023,https://boxd.it/FkAY,3.5,Telugu,"Comedy, Drama"
4/4/2023,Student of the Year,2012,https://boxd.it/4rkY,2.5,Hindi,"Drama, Comedy, Romance"
4/7/2023,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,5,English,"Animation, Family, Fantasy, Action, Comedy, Adventure"
4/8/2023,Shazam! Fury of the Gods,2023,https://boxd.it/lV0S,3.5,English,"Fantasy, Action, Comedy"
4/9/2023,Air,2023,https://boxd.it/Arlc,2.5,English,"Drama, History"
4/10/2023,Prom Pact,2023,https://boxd.it/z8X0,4,English,"Comedy, Romance"
4/13/2023,Waltair Veerayya,2023,https://boxd.it/Bnkc,4,Telugu,"Drama, Action"
4/16/2023,Das Ka Dhamki,2023,https://boxd.it/Dvha,4,Telugu,"Comedy, Action"
4/22/2023,Ghosted,2023,https://boxd.it/wL1e,3.5,English,"Romance, Action, Comedy"
5/19/2023,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,4.5,English,"Fantasy, Animation, Comedy, Family, Adventure"
5/22/2023,Writer Padmabhushan,2023,https://boxd.it/EyIK,3.5,Telugu,"Comedy, Family, Drama"
5/24/2023,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,4,English,"Action, Adventure, Science Fiction"
5/27/2023,Virupaksha,2023,https://boxd.it/D8xk,3,Telugu,"Mystery, Horror, Thriller, Fantasy"
5/28/2023,Rang De Basanti,2006,https://boxd.it/20KG,3.5,Hindi,"Drama, Comedy, History"
6/5/2023,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,5,English,"Animation, Adventure, Science Fiction, Action"
6/6/2023,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/azpY,4.5,English,"Adventure, Animation, Science Fiction, Action"
6/13/2023,Ranga Ranga Vaibhavanga,2022,https://boxd.it/zeVu,3.5,Telugu,"Comedy, Romance"
6/14/2023,The Boss Baby,2017,https://boxd.it/9mfO,3.5,English,"Animation, Comedy, Family"
6/15/2023,Tu Jhoothi Main Makkaar,2023,https://boxd.it/mAp0,4.5,Hindi,"Romance, Comedy"
6/16/2023,Love Today,2022,https://boxd.it/D3KI,4.5,Tamil,"Romance, Comedy"
6/17/2023,Jaane Tu... Ya Jaane Na,2008,https://boxd.it/1O2i,4,Hindi,"Romance, Comedy, Drama"
6/17/2023,Hasee Toh Phasee,2014,https://boxd.it/7n3g,4,Hindi,"Comedy, Romance"
6/18/2023,Extraction 2,2023,https://boxd.it/q4Zo,2.5,English,"Thriller, Action"
6/18/2023,Transformers: Rise of the Beasts,2023,https://boxd.it/oQTa,1,English,"Action, Science Fiction, Adventure"
6/24/2023,Chandigarh Kare Aashiqui,2021,https://boxd.it/snUm,4.5,Hindi,"Drama, Crime, Romance"
6/25/2023,Custody,2023,https://boxd.it/ArWi,3.5,Telugu,"Thriller, Action"
7/3/2023,Samajavaragamana,2023,https://boxd.it/D0xG,4.5,Telugu,"Romance, Drama, Comedy"
7/8/2023,Parugu,2008,https://boxd.it/1yNs,4,Telugu,"Romance, Action"
7/10/2023,Jab We Met,2007,https://boxd.it/1T2W,3.5,Hindi,"Comedy, Romance, Drama"
7/11/2023,Somebody I Used to Know,2023,https://boxd.it/wMaw,3.5,English,"Drama, Romance, Comedy"
7/12/2023,Khiladi,2022,https://boxd.it/tTfs,2,Telugu,"Thriller, Action"
7/22/2023,Oppenheimer,2023,https://boxd.it/wUow,5,English,"History, Drama"
7/23/2023,Gully Boy,2019,https://boxd.it/hHXo,4,Hindi,"Drama, Music"
8/8/2023,Joy Ride,2023,https://boxd.it/wEeK,3.5,English,Comedy
8/10/2023,Rangabali,2023,https://boxd.it/H3MW,3,Telugu,"Action, Comedy, Romance"
8/10/2023,Devadas,2018,https://boxd.it/k7Kk,4,Telugu,"Action, Comedy, Drama"
8/13/2023,F3: Fun and Frustration,2022,https://boxd.it/uc6k,2.5,Telugu,"Comedy, Romance"
8/15/2023,No Hard Feelings,2023,https://boxd.it/xouu,2,English,"Comedy, Romance"
8/16/2023,Aagadu,2014,https://boxd.it/9hV6,1.5,Telugu,"Comedy, Drama, Action"
8/16/2023,Baadshah,2013,https://boxd.it/5xu8,3.5,Telugu,"Comedy, Action"
8/16/2023,Brahmotsavam,2016,https://boxd.it/cSOM,0.5,Telugu,"Romance, Family"
8/16/2023,Athidhi,2007,https://boxd.it/nJ8,2.5,Telugu,"Crime, Action, Drama, Romance"
8/16/2023,Arjun,2004,https://boxd.it/2P7U,2.5,Telugu,"Drama, Action, Romance"
8/16/2023,Happy,2006,https://boxd.it/2PBU,3.5,Telugu,"Romance, Drama"
8/17/2023,Mere Brother Ki Dulhan,2011,https://boxd.it/2AVg,4,Hindi,"Comedy, Drama, Romance"
8/20/2023,"Red, White & Royal Blue",2023,https://boxd.it/z3iG,3.5,English,"Comedy, Romance"
8/23/2023,BlacKkKlansman,2018,https://boxd.it/hxL8,2.5,English,"Drama, Comedy, History, Crime"
8/26/2023,Elemental,2023,https://boxd.it/ASiE,3.5,English,"Comedy, Romance, Animation, Fantasy, Family"
8/30/2023,Parasite,2019,https://boxd.it/hTha,5,Korean,"Comedy, Thriller, Drama"
8/31/2023,Arjun Reddy,2017,https://boxd.it/gYiq,1,Telugu,"Drama, Romance, Action"
9/9/2023,BRO,2023,https://boxd.it/FfLs,3.5,Telugu,"Fantasy, Comedy, Drama"
9/22/2023,Shershaah,2021,https://boxd.it/m860,3.5,Hindi,"Action, Drama, Thriller, War"
9/23/2023,Booksmart,2019,https://boxd.it/igNS,1.5,English,Comedy
9/23/2023,Solo Brathuke So Better,2020,https://boxd.it/qHkO,3,Telugu,"Romance, Comedy"
9/24/2023,Project X,2012,https://boxd.it/neO,1,English,Comedy
9/26/2023,Barbie,2023,https://boxd.it/bCLK,2,English,"Comedy, Fantasy, Adventure"
9/26/2023,Rocky Aur Rani Kii Prem Kahaani,2023,https://boxd.it/w0wa,5,Hindi,"Family, Drama, Comedy, Romance"
9/30/2023,Dear Comrade,2019,https://boxd.it/kEOE,2,Telugu,"Romance, Action, Drama"
10/1/2023,Kushi,2023,https://boxd.it/AsLK,2.5,Telugu,"Comedy, Romance, Drama"
10/3/2023,Pushpa: The Rise - Part 1,2021,https://boxd.it/pO3y,3,Telugu,"Action, Drama, Thriller"
10/6/2023,Miss. Shetty Mr. Polishetty,2023,https://boxd.it/DyTQ,2,Telugu,"Comedy, Drama, Thriller, Romance"
10/16/2023,Hustlers,2019,https://boxd.it/jIBM,3,English,"Comedy, Crime, Drama"
10/22/2023,Manmadhudu,2002,https://boxd.it/2PKs,4,Telugu,"Comedy, Drama"
10/22/2023,The Babysitter: Killer Queen,2020,https://boxd.it/n4VA,1.5,English,"Comedy, Horror"
10/30/2023,Gangubai Kathiawadi,2022,https://boxd.it/oJek,3.5,Hindi,"Drama, History, Crime"
11/5/2023,Jawan,2023,https://boxd.it/wVDs,3.5,Hindi,"Thriller, Action, Adventure"
11/5/2023,MAD,2023,https://boxd.it/J1OA,4.5,Telugu,"Drama, Romance, Comedy"
11/5/2023,Skanda,2023,https://boxd.it/D2ow,0.5,Telugu,"Drama, Romance, Action"
11/5/2023,Dil Dhadakne Do,2015,https://boxd.it/bdZC,4,Hindi,"Drama, Family, Romance"
11/7/2023,The Sky Is Pink,2019,https://boxd.it/mFDw,5,Hindi,"Drama, Comedy, Romance"
11/22/2023,Dil Chahta Hai,2001,https://boxd.it/1Nsk,3,Hindi,"Romance, Drama"
11/22/2023,Jalsa,2008,https://boxd.it/2vs4,3.5,Telugu,"Comedy, Action"
11/25/2023,Rebel,2012,https://boxd.it/4nIM,1.5,Telugu,Action
12/1/2023,Aadavaallu Meeku Johaarlu,2022,https://boxd.it/xxRC,2,Telugu,"Drama, Family, Comedy"
12/3/2023,Leo(English),2023,https://boxd.it/EGzm,3.5,English,"Comedy, Family, Animation"
12/3/2023,RRR,2022,https://boxd.it/ljDs,0.5,Telugu,"Action, Drama"
12/4/2023,Smile,2022,https://boxd.it/xjfE,3.5,English,"Horror, Mystery, Thriller"
12/4/2023,Macherla Niyojakavargam,2022,https://boxd.it/xEZe,2,Telugu,"Action, Thriller"
12/7/2023,Blockers,2018,https://boxd.it/fxEW,3.5,English,Comedy
12/10/2023,The Marvels,2023,https://boxd.it/mwU4,3.5,English,"Science Fiction, Action, Adventure"
12/12/2023,Khushi,2001,https://boxd.it/2PAi,4.5,Telugu,"Romance, Drama, Comedy"
12/12/2023,Sapta Sagaradaache Ello – Side A,2023,https://boxd.it/IhOY,3,Kannada,"Romance, Drama"
12/13/2023,Animal,2023,https://boxd.it/toAu,4,Hindi,"Drama, Action, Crime"
12/13/2023,Bujjigaadu: Made in Chennai,2008,https://boxd.it/3Tvy,3.5,Telugu,"Romance, Drama, Action"
12/14/2023,Nenu Local,2017,https://boxd.it/fBb0,3,Telugu,"Action, Comedy"
12/15/2023,Love Story,2021,https://boxd.it/oIb0,2.5,Telugu,"Romance, Drama"
12/17/2023,Dharma Chakram,1996,https://boxd.it/2PD2,4,Telugu,Drama
12/17/2023,Nuvvu Naaku Nachav,2001,https://boxd.it/2SGe,4,Telugu,"Family, Drama, Romance, Comedy"
12/17/2023,Sarileru Neekevvaru,2020,https://boxd.it/mq7K,3,Telugu,Action
12/18/2023,Vadhandhi,2022,https://boxd.it/F6iQ,2.5,Tamil,"Crime, Drama, Mystery"
12/18/2023,Desamuduru,2007,https://boxd.it/3Tsu,3.5,Telugu,"Action, Romance"
12/18/2023,Jigarthanda DoubleX,2023,https://boxd.it/C4xI,4,Tamil,"Drama, Action, Comedy"
12/18/2023,Leo(Tamil),2023,https://boxd.it/zOWS,3.5,Tamil,"Action, Adventure, Crime, Thriller"
12/19/2023,Goodachari,2018,https://boxd.it/jGLg,3.5,Telugu,"Action, Thriller"
12/19/2023,Gabbar Singh,2012,https://boxd.it/3KKu,3.5,Telugu,"Comedy, Action"
12/19/2023,Mr. Perfect,2011,https://boxd.it/8ZA,4,Telugu,"Romance, Comedy"
12/19/2023,Gentleman,2016,https://boxd.it/e23e,2.5,Telugu,"Thriller, Romance"
12/20/2023,K.G.F: Chapter 1,2018,https://boxd.it/kGf2,4.5,Kannada,"Adventure, Thriller, Crime, Action"
12/20/2023,K.G.F: Chapter 2,2022,https://boxd.it/lCgM,4.5,Kannada,"Action, Thriller, Adventure, Crime"
12/20/2023,Naa Peru Surya - Naa Illu India,2018,https://boxd.it/i442,3,Telugu,Action
12/20/2023,Orange,2010,https://boxd.it/m0c,3,Telugu,"Romance, Comedy"
12/20/2023,Rachcha,2012,https://boxd.it/40ja,2.5,Telugu,"Drama, Romance, Action"
12/20/2023,Khaidi No. 150,2017,https://boxd.it/exjs,3,Telugu,"Action, Thriller, Romance"
12/20/2023,Naayak,2013,https://boxd.it/5yZG,2.5,Telugu,"Action, Drama"
12/20/2023,Chirutha,2007,https://boxd.it/2YwO,1.5,Telugu,"Romance, Drama, Action"
12/20/2023,Govindudu Andarivaadele,2014,https://boxd.it/9m0E,2.5,Telugu,"Action, Drama"
12/20/2023,Jai Lava Kusa,2017,https://boxd.it/3tnS,1.5,Telugu,"Action, Thriller"
12/20/2023,Ramayya Vasthavayya,2013,https://boxd.it/6HMy,1.5,Telugu,"Action, Drama"
12/20/2023,Rabhasa,2014,https://boxd.it/9QGK,2,Telugu,"Comedy, Action"
12/20/2023,Power,2014,https://boxd.it/9aJ8,2.5,Telugu,"Comedy, Action"
12/20/2023,Cameraman Ganga Tho Rambabu,2012,https://boxd.it/4sf6,2.5,Telugu,"Action, Drama"
12/20/2023,Doosukeltha,2013,https://boxd.it/75H8,3,Telugu,"Drama, Comedy"
12/20/2023,Tadakha,2013,https://boxd.it/68w6,2.5,Telugu,"Romance, Family, Action"
